x,y, z,Date,rain
10,6,12,10/31/08,2.27
11,6,12,11/30/08,5.45
12,6,12,12/31/08,3.46
1,7,12,1/31/09,4.37
2,7,12,2/28/09,1.59
3,7,12,3/31/09,3.32
4,7,12,4/30/09,2.97
5,7,12,5/31/09,4.41
6,7,12,6/30/09,0.16
7,7,12,7/31/09,0.08
8,7,12,8/31/09,1.09
9,7,12,9/30/09,2.12
10,7,12,10/31/09,4.99
11,7,12,11/30/09,9.86
12,7,12,12/31/09,2.77
1,8,12,1/31/10,8.13
2,8,12,2/28/10,4.36
3,8,12,3/31/10,3.25
4,8,12,4/30/10,3.39
5,8,12,5/31/10,4.24
6,8,12,6/30/10,1.88
7,8,12,7/31/10,0.43
8,8,12,8/31/10,0.59
9,8,12,9/30/10,4.39
10,8,12,10/31/10,4.72
11,8,12,11/30/10,5.15
12,8,12,12/31/10,9.71
1,9,12,1/31/11,5.38
2,9,12,2/28/11,3.41
3,9,12,3/31/11,6.9
4,9,12,4/30/11,3.95
5,9,12,5/31/11,3.35
6,9,12,6/30/11,1.63
7,9,12,7/31/11,0.8
8,9,12,8/31/11,0.03
9,9,12,9/30/11,1.3
10,9,12,10/31/11,2.66
11,9,12,11/30/11,6.18
12,9,12,12/31/11,2.05
1,10,12,1/31/12,5.79
2,10,12,2/29/12,2.67
3,10,12,3/31/12,6.75
4,10,12,4/30/12,2.37
5,10,12,5/31/12,2.86
6,10,12,6/30/12,2.85
7,10,12,7/31/12,1.1
8,10,12,8/31/12,0
9,10,12,9/30/12,0.07
10,10,12,10/31/12,6.37
11,10,12,11/30/12,8.88
12,10,12,12/31/12,9.22
1,11,12,1/31/13,4.03
2,11,12,2/28/13,1.68
3,11,12,3/31/13,3
4,11,12,4/30/13,4.2
5,11,12,5/31/13,1.84
6,11,12,6/30/13,1.67
7,11,12,7/31/13,0
8,11,12,8/31/13,0.82
9,11,12,9/30/13,5.37
10,11,12,10/31/13,1.52
11,11,12,11/30/13,2.85
12,11,12,12/31/13,1.35
1,12,12,1/31/14,4.5
2,12,12,2/28/14,6.03
3,12,12,3/31/14,8.81
4,12,12,4/30/14,2.84
5,12,12,5/31/14,2.76
6,12,12,6/30/14,0.56
7,12,12,7/31/14,0.69
8,12,12,8/31/14,1.15
9,12,12,9/30/14,2.83
10,12,12,10/31/14,6.87
11,12,12,11/30/14,5.25
12,12,12,12/31/14,5.86
1,1,13,1/31/03,7.47
2,1,13,2/28/03,1.19
3,1,13,3/31/03,5.5
4,1,13,4/30/03,2.47
5,1,13,5/31/03,0.23
6,1,13,6/30/03,0.27
7,1,13,7/31/03,0.14
8,1,13,8/31/03,0.18
9,1,13,9/30/03,0.35
10,1,13,10/31/03,3.66
11,1,13,11/30/03,3.43
12,1,13,12/31/03,3.31
1,2,13,1/31/04,4.96
2,2,13,2/29/04,2.76
3,2,13,3/31/04,1.97
4,2,13,4/30/04,0.38
5,2,13,5/31/04,2.58
6,2,13,6/30/04,0.54
7,2,13,7/31/04,0.3
8,2,13,8/31/04,2.75
9,2,13,9/30/04,2.24
10,2,13,10/31/04,1.77
11,2,13,11/30/04,2.48
12,2,13,12/31/04,4.79
1,3,13,1/31/05,3.46
2,3,13,2/28/05,0.51
3,3,13,3/31/05,3.36
4,3,13,4/30/05,0.21
5,3,13,5/31/05,3.36
6,3,13,6/30/05,1.4
7,3,13,7/31/05,0.42
8,3,13,8/31/05,0.07
9,3,13,9/30/05,0.71
10,3,13,10/31/05,1.39
11,3,13,11/30/05,3.18
12,3,13,12/31/05,6.36
1,4,13,1/31/06,4.65
2,4,13,2/28/06,2.18
3,4,13,3/31/06,0.91
4,4,13,4/30/06,1.8
5,4,13,5/31/06,0.84
6,4,13,6/30/06,1.46
7,4,13,7/31/06,0.05
8,4,13,8/31/06,0.03
9,4,13,9/30/06,0.88
10,4,13,10/31/06,0.52
11,4,13,11/30/06,9.4
12,4,13,12/31/06,6.73
1,5,13,1/31/07,2.8
2,5,13,2/28/07,1.54
3,5,13,3/31/07,2.09
4,5,13,4/30/07,0.05
5,5,13,5/31/07,0
6,5,13,6/30/07,0.53
7,5,13,7/31/07,1.34
8,5,13,8/31/07,0.94
9,5,13,9/30/07,2.27
10,5,13,10/31/07,2.6
11,5,13,11/30/07,2.95
12,5,13,12/31/07,9.32
1,6,13,1/31/08,3.09
2,6,13,2/29/08,1.11
3,6,13,3/31/08,3.67
4,6,13,4/30/08,1.74
5,6,13,5/31/08,0.78
6,6,13,6/30/08,1.29
7,6,13,7/31/08,0.19
8,6,13,8/31/08,2.74
9,6,13,9/30/08,0.5
10,6,13,10/31/08,2.01
11,6,13,11/30/08,4.98
12,6,13,12/31/08,3.04
1,7,13,1/31/09,3.24
2,7,13,2/28/09,1.42
3,7,13,3/31/09,2.7
4,7,13,4/30/09,2.41
5,7,13,5/31/09,3.86
6,7,13,6/30/09,0.21
7,7,13,7/31/09,0.1
8,7,13,8/31/09,0.88
9,7,13,9/30/09,2.05
10,7,13,10/31/09,5.13
11,7,13,11/30/09,9.34
12,7,13,12/31/09,2.34
1,8,13,1/31/10,6.7
2,8,13,2/28/10,3.62
3,8,13,3/31/10,3.02
4,8,13,4/30/10,3.31
5,8,13,5/31/10,2.74
6,8,13,6/30/10,1.9
7,8,13,7/31/10,0.25
8,8,13,8/31/10,0.55
9,8,13,9/30/10,3.78
10,8,13,10/31/10,4.74
11,8,13,11/30/10,4.55
12,8,13,12/31/10,8.89
1,9,13,1/31/11,4.73
2,9,13,2/28/11,2.94
3,9,13,3/31/11,5.84
4,9,13,4/30/11,3.79
5,9,13,5/31/11,3.23
6,9,13,6/30/11,1.28
7,9,13,7/31/11,0.72
8,9,13,8/31/11,0.04
9,9,13,9/30/11,1.2
10,9,13,10/31/11,2.23
11,9,13,11/30/11,5.33
12,9,13,12/31/11,1.72
1,10,13,1/31/12,4.9
2,10,13,2/29/12,2.72
3,10,13,3/31/12,6.37
4,10,13,4/30/12,2.35
5,10,13,5/31/12,2.34
6,10,13,6/30/12,2.83
7,10,13,7/31/12,1.04
8,10,13,8/31/12,0
9,10,13,9/30/12,0.05
10,10,13,10/31/12,5.94
11,10,13,11/30/12,7.74
12,10,13,12/31/12,8.35
1,11,13,1/31/13,3.32
2,11,13,2/28/13,1.6
3,11,13,3/31/13,2.79
4,11,13,4/30/13,3.96
5,11,13,5/31/13,1.5
6,11,13,6/30/13,1.45
7,11,13,7/31/13,0
8,11,13,8/31/13,0.98
9,11,13,9/30/13,5.67
10,11,13,10/31/13,1.1
11,11,13,11/30/13,2.85
12,11,13,12/31/13,1.11
1,12,13,1/31/14,3.4
2,12,13,2/28/14,5.55
3,12,13,3/31/14,7.93
4,12,13,4/30/14,2.84
5,12,13,5/31/14,2.76
6,12,13,6/30/14,0.56
7,12,13,7/31/14,0.69
8,12,13,8/31/14,1.15
9,12,13,9/30/14,2.83
10,12,13,10/31/14,6.58
11,12,13,11/30/14,4.41
12,12,13,12/31/14,5.43
1,1,14,1/31/03,8.32
2,1,14,2/28/03,1.21
3,1,14,3/31/03,5.61
4,1,14,4/30/03,1.33
5,1,14,5/31/03,0.58
6,1,14,6/30/03,0.52
7,1,14,7/31/03,0.21
8,1,14,8/31/03,0.3
9,1,14,9/30/03,1.3
10,1,14,10/31/03,7.47
11,1,14,11/30/03,6.08
12,1,14,12/31/03,4.98
1,2,14,1/31/04,4.96
2,2,14,2/29/04,2.79
3,2,14,3/31/04,1.97
4,2,14,4/30/04,0.38
5,2,14,5/31/04,1.87
6,2,14,6/30/04,0.57
7,2,14,7/31/04,0.3
8,2,14,8/31/04,2.93
9,2,14,9/30/04,2.24
10,2,14,10/31/04,2.12
11,2,14,11/30/04,2.58
12,2,14,12/31/04,4.75
1,3,14,1/31/05,3.66
2,3,14,2/28/05,1.12
3,3,14,3/31/05,3
4,3,14,4/30/05,3.72
5,3,14,5/31/05,2.47
6,3,14,6/30/05,2.53
7,3,14,7/31/05,0.81
8,3,14,8/31/05,0.39
9,3,14,9/30/05,0.85
10,3,14,10/31/05,0.66
11,3,14,11/30/05,3.9
12,3,14,12/31/05,6.51
1,4,14,1/31/06,10.48
2,4,14,2/28/06,3.09
3,4,14,3/31/06,1.47
4,4,14,4/30/06,2.23
5,4,14,5/31/06,1.33
6,4,14,6/30/06,2.05
7,4,14,7/31/06,0.03
8,4,14,8/31/06,0.03
9,4,14,9/30/06,1.54
10,4,14,10/31/06,1.18
11,4,14,11/30/06,12.98
12,4,14,12/31/06,7.3
1,5,14,1/31/07,4.01
2,5,14,2/28/07,2.22
3,5,14,3/31/07,3.48
4,5,14,4/30/07,0
5,5,14,5/31/07,0.01
6,5,14,6/30/07,0.63
7,5,14,7/31/07,1.42
8,5,14,8/31/07,1.16
9,5,14,9/30/07,2.48
10,5,14,10/31/07,2.7
11,5,14,11/30/07,3.54
12,5,14,12/31/07,10.68
1,6,14,1/31/08,3.09
2,6,14,2/29/08,1.17
3,6,14,3/31/08,4.27
4,6,14,4/30/08,1.59
5,6,14,5/31/08,1.13
6,6,14,6/30/08,1.87
7,6,14,7/31/08,0.32
8,6,14,8/31/08,3.01
9,6,14,9/30/08,0.6
10,6,14,10/31/08,1.98
11,6,14,11/30/08,5.94
12,6,14,12/31/08,4.06
1,7,14,1/31/09,4.27
2,7,14,2/28/09,1.88
3,7,14,3/31/09,3.83
4,7,14,4/30/09,2.86
5,7,14,5/31/09,4.36
6,7,14,6/30/09,0.22
7,7,14,7/31/09,0.05
8,7,14,8/31/09,0.99
9,7,14,9/30/09,2.29
10,7,14,10/31/09,5.88
11,7,14,11/30/09,10.1
12,7,14,12/31/09,2.83
1,8,14,1/31/10,6.82
2,8,14,2/28/10,3.66
3,8,14,3/31/10,3.57
4,8,14,4/30/10,3.78
5,8,14,5/31/10,3.1
6,8,14,6/30/10,2.18
7,8,14,7/31/10,0.21
8,8,14,8/31/10,0.6
9,8,14,9/30/10,4.1
10,8,14,10/31/10,4.94
11,8,14,11/30/10,5.21
12,8,14,12/31/10,10.25
1,9,14,1/31/11,5.38
2,9,14,2/28/11,3.45
3,9,14,3/31/11,6.78
4,9,14,4/30/11,4.27
5,9,14,5/31/11,3.1
6,9,14,6/30/11,1.32
7,9,14,7/31/11,0.86
8,9,14,8/31/11,0.07
9,9,14,9/30/11,1.17
10,9,14,10/31/11,2.49
11,9,14,11/30/11,5.86
12,9,14,12/31/11,1.92
1,10,14,1/31/12,5.89
2,10,14,2/29/12,3.53
3,10,14,3/31/12,7.75
4,10,14,4/30/12,2.32
5,10,14,5/31/12,2.56
6,10,14,6/30/12,2.82
7,10,14,7/31/12,1.05
8,10,14,8/31/12,0
9,10,14,9/30/12,0.03
10,10,14,10/31/12,6.34
11,10,14,11/30/12,7.98
12,10,14,12/31/12,9.48
1,11,14,1/31/13,3.6
2,11,14,2/28/13,1.73
3,11,14,3/31/13,2.96
4,11,14,4/30/13,4.33
5,11,14,5/31/13,1.57
6,11,14,6/30/13,1.2
7,11,14,7/31/13,0.02
8,11,14,8/31/13,1.05
9,11,14,9/30/13,5.25
10,11,14,10/31/13,1.44
11,11,14,11/30/13,2.99
12,11,14,12/31/13,1.21
1,12,14,1/31/14,3.68
2,12,14,2/28/14,6.28
3,12,14,3/31/14,8.17
4,12,14,4/30/14,3.43
5,12,14,5/31/14,2.88
6,12,14,6/30/14,0.56
7,12,14,7/31/14,0.72
8,12,14,8/31/14,1.17
9,12,14,9/30/14,2.27
10,12,14,10/31/14,5.83
11,12,14,11/30/14,3.72
12,12,14,12/31/14,4.6
1,1,15,1/31/03,9.69
2,1,15,2/28/03,1.52
3,1,15,3/31/03,5.62
4,1,15,4/30/03,3.31
5,1,15,5/31/03,0.77
6,1,15,6/30/03,0.66
7,1,15,7/31/03,0.17
8,1,15,8/31/03,0.49
9,1,15,9/30/03,1.14
10,1,15,10/31/03,8.41
11,1,15,11/30/03,7.45
12,1,15,12/31/03,4.47
1,2,15,1/31/04,5.86
2,2,15,2/29/04,3.17
3,2,15,3/31/04,2.1
4,2,15,4/30/04,0.38
5,2,15,5/31/04,1.74
6,2,15,6/30/04,0.57
7,2,15,7/31/04,0.3
8,2,15,8/31/04,2.93
9,2,15,9/30/04,2.24
10,2,15,10/31/04,2.38
11,2,15,11/30/04,2.76
12,2,15,12/31/04,4.79
1,3,15,1/31/05,3.91
2,3,15,2/28/05,1.33
3,3,15,3/31/05,3.51
4,3,15,4/30/05,4.14
5,3,15,5/31/05,3.37
6,3,15,6/30/05,2.18
7,3,15,7/31/05,1.04
8,3,15,8/31/05,0.72
9,3,15,9/30/05,0.92
10,3,15,10/31/05,2.72
11,3,15,11/30/05,5.66
12,3,15,12/31/05,7.6
1,4,15,1/31/06,11.66
2,4,15,2/28/06,3.41
3,4,15,3/31/06,1.57
4,4,15,4/30/06,2.66
5,4,15,5/31/06,1.35
6,4,15,6/30/06,2.01
7,4,15,7/31/06,0.03
8,4,15,8/31/06,0.03
9,4,15,9/30/06,1.64
10,4,15,10/31/06,1.15
11,4,15,11/30/06,13.19
12,4,15,12/31/06,8.52
1,5,15,1/31/07,5.06
2,5,15,2/28/07,2.12
3,5,15,3/31/07,3.49
4,5,15,4/30/07,0
5,5,15,5/31/07,0.01
6,5,15,6/30/07,0.63
7,5,15,7/31/07,1.42
8,5,15,8/31/07,1.16
9,5,15,9/30/07,2.48
10,5,15,10/31/07,2.7
11,5,15,11/30/07,3.54
12,5,15,12/31/07,10.68
1,6,15,1/31/08,3.98
2,6,15,2/29/08,1.37
3,6,15,3/31/08,4.37
4,6,15,4/30/08,2.23
5,6,15,5/31/08,1.58
6,6,15,6/30/08,2.01
7,6,15,7/31/08,0.43
8,6,15,8/31/08,3.43
9,6,15,9/30/08,0.59
10,6,15,10/31/08,2.33
11,6,15,11/30/08,6.17
12,6,15,12/31/08,4.31
1,7,15,1/31/09,5.15
2,7,15,2/28/09,1.63
3,7,15,3/31/09,3.56
4,7,15,4/30/09,2.99
5,7,15,5/31/09,4.32
6,7,15,6/30/09,0.36
7,7,15,7/31/09,0.1
8,7,15,8/31/09,1.07
9,7,15,9/30/09,2.25
10,7,15,10/31/09,5.81
11,7,15,11/30/09,9.74
12,7,15,12/31/09,2.99
1,8,15,1/31/10,6.97
2,8,15,2/28/10,3.52
3,8,15,3/31/10,3.26
4,8,15,4/30/10,3.75
5,8,15,5/31/10,3.16
6,8,15,6/30/10,2.24
7,8,15,7/31/10,0.34
8,8,15,8/31/10,0.64
9,8,15,9/30/10,4.1
10,8,15,10/31/10,4.73
11,8,15,11/30/10,4.88
12,8,15,12/31/10,9.18
1,9,15,1/31/11,4.65
2,9,15,2/28/11,2.99
3,9,15,3/31/11,6.33
4,9,15,4/30/11,4
5,9,15,5/31/11,3.06
6,9,15,6/30/11,1.31
7,9,15,7/31/11,0.86
8,9,15,8/31/11,0.07
9,9,15,9/30/11,1.43
10,9,15,10/31/11,2.94
11,9,15,11/30/11,5.82
12,9,15,12/31/11,2.19
1,10,15,1/31/12,6.05
2,10,15,2/29/12,3.51
3,10,15,3/31/12,7.36
4,10,15,4/30/12,2.67
5,10,15,5/31/12,2.37
6,10,15,6/30/12,2.95
7,10,15,7/31/12,1.98
8,10,15,8/31/12,0
9,10,15,9/30/12,0.05
10,10,15,10/31/12,6.73
11,10,15,11/30/12,7.95
12,10,15,12/31/12,9.05
1,11,15,1/31/13,3.33
2,11,15,2/28/13,1.55
3,11,15,3/31/13,2.89
4,11,15,4/30/13,4.31
5,11,15,5/31/13,1.72
6,11,15,6/30/13,1.34
7,11,15,7/31/13,0.01
8,11,15,8/31/13,1.26
9,11,15,9/30/13,4.97
10,11,15,10/31/13,1.81
11,11,15,11/30/13,3.1
12,11,15,12/31/13,1.4
1,12,15,1/31/14,3.72
2,12,15,2/28/14,5.84
3,12,15,3/31/14,8.26
4,12,15,4/30/14,2.84
5,12,15,5/31/14,2.94
6,12,15,6/30/14,0.65
7,12,15,7/31/14,0.76
8,12,15,8/31/14,1.35
9,12,15,9/30/14,2.39
10,12,15,10/31/14,5.85
11,12,15,11/30/14,3.43
12,12,15,12/31/14,4.38
1,1,16,1/31/03,7.66
2,1,16,2/28/03,1.09
3,1,16,3/31/03,5.49
4,1,16,4/30/03,1.74
5,1,16,5/31/03,0.85
6,1,16,6/30/03,0.59
7,1,16,7/31/03,0.01
8,1,16,8/31/03,0.25
9,1,16,9/30/03,1.22
10,1,16,10/31/03,7.47
11,1,16,11/30/03,6.08
12,1,16,12/31/03,4.32
1,2,16,1/31/04,5.31
2,2,16,2/29/04,2.53
3,2,16,3/31/04,2.5
4,2,16,4/30/04,0.38
5,2,16,5/31/04,2.84
6,2,16,6/30/04,0.57
7,2,16,7/31/04,0.3
8,2,16,8/31/04,2.9
9,2,16,9/30/04,2.24
10,2,16,10/31/04,2.08
11,2,16,11/30/04,3.01
12,2,16,12/31/04,4.83
1,3,16,1/31/05,2.11
2,3,16,2/28/05,1.08
3,3,16,3/31/05,3.03
4,3,16,4/30/05,3.77
5,3,16,5/31/05,3.09
6,3,16,6/30/05,2.4
7,3,16,7/31/05,0.95
8,3,16,8/31/05,0.49
9,3,16,9/30/05,1.25
10,3,16,10/31/05,2.41
11,3,16,11/30/05,5.15
12,3,16,12/31/05,6.55
1,4,16,1/31/06,10.66
2,4,16,2/28/06,3.01
3,4,16,3/31/06,1.47
4,4,16,4/30/06,2.25
5,4,16,5/31/06,1.25
6,4,16,6/30/06,1.83
7,4,16,7/31/06,0.1
8,4,16,8/31/06,0.07
9,4,16,9/30/06,1.67
10,4,16,10/31/06,1.36
11,4,16,11/30/06,13.4
12,4,16,12/31/06,7.37
1,5,16,1/31/07,4.48
2,5,16,2/28/07,2.75
3,5,16,3/31/07,4.28
4,5,16,4/30/07,0.96
5,5,16,5/31/07,0.12
6,5,16,6/30/07,0.64
7,5,16,7/31/07,1.42
8,5,16,8/31/07,1.23
9,5,16,9/30/07,2.45
10,5,16,10/31/07,2.69
11,5,16,11/30/07,3.46
12,5,16,12/31/07,9.5
1,6,16,1/31/08,3.53
2,6,16,2/29/08,1.39
3,6,16,3/31/08,4.09
4,6,16,4/30/08,1.71
5,6,16,5/31/08,1.33
6,6,16,6/30/08,1.64
7,6,16,7/31/08,0.51
8,6,16,8/31/08,3.49
9,6,16,9/30/08,0.74
10,6,16,10/31/08,2.18
11,6,16,11/30/08,6.08
12,6,16,12/31/08,3.94
1,7,16,1/31/09,4.44
2,7,16,2/28/09,1.86
3,7,16,3/31/09,3.53
4,7,16,4/30/09,3.18
5,7,16,5/31/09,4.4
6,7,16,6/30/09,0.23
7,7,16,7/31/09,0.06
8,7,16,8/31/09,1.08
9,7,16,9/30/09,2.42
10,7,16,10/31/09,6.21
11,7,16,11/30/09,10.92
12,7,16,12/31/09,3.07
1,8,16,1/31/10,7.53
2,8,16,2/28/10,3.7
3,8,16,3/31/10,4.49
4,8,16,4/30/10,3.86
5,8,16,5/31/10,3.62
6,8,16,6/30/10,2.43
7,8,16,7/31/10,0.46
8,8,16,8/31/10,0.65
9,8,16,9/30/10,4.04
10,8,16,10/31/10,4.86
11,8,16,11/30/10,5.06
12,8,16,12/31/10,9.27
1,9,16,1/31/11,5.82
2,9,16,2/28/11,3.58
3,9,16,3/31/11,6.72
4,9,16,4/30/11,4.09
5,9,16,5/31/11,2.93
6,9,16,6/30/11,1.38
7,9,16,7/31/11,0.82
8,9,16,8/31/11,0.08
9,9,16,9/30/11,1.15
10,9,16,10/31/11,3.24
11,9,16,11/30/11,5.83
12,9,16,12/31/11,1.98
1,10,16,1/31/12,5.95
2,10,16,2/29/12,3.34
3,10,16,3/31/12,7.49
4,10,16,4/30/12,2.52
5,10,16,5/31/12,2.55
6,10,16,6/30/12,3.16
7,10,16,7/31/12,1.34
8,10,16,8/31/12,0
9,10,16,9/30/12,0.06
10,10,16,10/31/12,6.53
11,10,16,11/30/12,8.19
12,10,16,12/31/12,9.07
1,11,16,1/31/13,3.92
2,11,16,2/28/13,1.78
3,11,16,3/31/13,2.69
4,11,16,4/30/13,4.67
5,11,16,5/31/13,1.79
6,11,16,6/30/13,1.46
7,11,16,7/31/13,0.14
8,11,16,8/31/13,1.15
9,11,16,9/30/13,5.61
10,11,16,10/31/13,1.72
11,11,16,11/30/13,3.25
12,11,16,12/31/13,1.37
1,12,16,1/31/14,4.06
2,12,16,2/28/14,6.21
3,12,16,3/31/14,8.84
4,12,16,4/30/14,3.53
5,12,16,5/31/14,2.9
6,12,16,6/30/14,0.69
7,12,16,7/31/14,0.99
8,12,16,8/31/14,1.53
9,12,16,9/30/14,2.68
10,12,16,10/31/14,7.25
11,12,16,11/30/14,4.41
12,12,16,12/31/14,5.29
1,1,17,1/31/03,7.17
2,1,17,2/28/03,1.34
3,1,17,3/31/03,4.89
4,1,17,4/30/03,2.01
5,1,17,5/31/03,1.47
6,1,17,6/30/03,0.87
7,1,17,7/31/03,0
8,1,17,8/31/03,0.24
9,1,17,9/30/03,0.54
10,1,17,10/31/03,7.14
11,1,17,11/30/03,5.71
12,1,17,12/31/03,3.63
1,2,17,1/31/04,5.83
2,2,17,2/29/04,2.49
3,2,17,3/31/04,2.03
4,2,17,4/30/04,0.47
5,2,17,5/31/04,2.68
6,2,17,6/30/04,0.63
7,2,17,7/31/04,0.3
8,2,17,8/31/04,3.2
9,2,17,9/30/04,1.35
10,2,17,10/31/04,1.7
11,2,17,11/30/04,2.77
12,2,17,12/31/04,4.72
1,3,17,1/31/05,3.11
2,3,17,2/28/05,0.9
3,3,17,3/31/05,2.81
4,3,17,4/30/05,2.76
5,3,17,5/31/05,2.98
6,3,17,6/30/05,1.49
7,3,17,7/31/05,0.94
8,3,17,8/31/05,0.18
9,3,17,9/30/05,1.55
10,3,17,10/31/05,2.05
11,3,17,11/30/05,4.81
12,3,17,12/31/05,6.56
1,4,17,1/31/06,9.51
2,4,17,2/28/06,2.69
3,4,17,3/31/06,1.29
4,4,17,4/30/06,1.76
5,4,17,5/31/06,1.42
6,4,17,6/30/06,1.55
7,4,17,7/31/06,0.06
8,4,17,8/31/06,0.24
9,4,17,9/30/06,1.4
10,4,17,10/31/06,1.46
11,4,17,11/30/06,11.64
12,4,17,12/31/06,8.16
1,5,17,1/31/07,3.3
2,5,17,2/28/07,1.91
3,5,17,3/31/07,3.11
4,5,17,4/30/07,1.62
5,5,17,5/31/07,0.09
6,5,17,6/30/07,0.15
7,5,17,7/31/07,1.38
8,5,17,8/31/07,0.88
9,5,17,9/30/07,2.19
10,5,17,10/31/07,2.45
11,5,17,11/30/07,2.98
12,5,17,12/31/07,9.47
1,6,17,1/31/08,4.01
2,6,17,2/29/08,1.43
3,6,17,3/31/08,4.03
4,6,17,4/30/08,1.97
5,6,17,5/31/08,0.74
6,6,17,6/30/08,2.07
7,6,17,7/31/08,0.32
8,6,17,8/31/08,3.5
9,6,17,9/30/08,0.74
10,6,17,10/31/08,2.43
11,6,17,11/30/08,5.15
12,6,17,12/31/08,3.89
1,7,17,1/31/09,3.66
2,7,17,2/28/09,1.69
3,7,17,3/31/09,3.23
4,7,17,4/30/09,2.87
5,7,17,5/31/09,4.03
6,7,17,6/30/09,0.21
7,7,17,7/31/09,0.08
8,7,17,8/31/09,0.86
9,7,17,9/30/09,2.54
10,7,17,10/31/09,5.06
11,7,17,11/30/09,8.75
12,7,17,12/31/09,2.34
1,8,17,1/31/10,6.61
2,8,17,2/28/10,3.56
3,8,17,3/31/10,2.99
4,8,17,4/30/10,2.96
5,8,17,5/31/10,2.73
6,8,17,6/30/10,2.02
7,8,17,7/31/10,0.34
8,8,17,8/31/10,0.72
9,8,17,9/30/10,3.89
10,8,17,10/31/10,4.35
11,8,17,11/30/10,4.45
12,8,17,12/31/10,8.16
1,9,17,1/31/11,4.97
2,9,17,2/28/11,3.32
3,9,17,3/31/11,6.06
4,9,17,4/30/11,3.77
5,9,17,5/31/11,2.95
6,9,17,6/30/11,1.65
7,9,17,7/31/11,0.74
8,9,17,8/31/11,0.06
9,9,17,9/30/11,1.15
10,9,17,10/31/11,2.96
11,9,17,11/30/11,5.45
12,9,17,12/31/11,1.69
1,10,17,1/31/12,5.21
2,10,17,2/29/12,2.55
3,10,17,3/31/12,6.36
4,10,17,4/30/12,2.39
5,10,17,5/31/12,2.33
6,10,17,6/30/12,3.28
7,10,17,7/31/12,1.42
8,10,17,8/31/12,0
9,10,17,9/30/12,0.11
10,10,17,10/31/12,5.53
11,10,17,11/30/12,7.93
12,10,17,12/31/12,8.37
1,11,17,1/31/13,4.03
2,11,17,2/28/13,1.47
3,11,17,3/31/13,2.53
4,11,17,4/30/13,4.38
5,11,17,5/31/13,1.54
6,11,17,6/30/13,1.71
7,11,17,7/31/13,0.15
8,11,17,8/31/13,1.08
9,11,17,9/30/13,5.5
10,11,17,10/31/13,1
11,11,17,11/30/13,2.9
12,11,17,12/31/13,1.47
1,12,17,1/31/14,4.34
2,12,17,2/28/14,5.87
3,12,17,3/31/14,8.51
4,12,17,4/30/14,3.11
5,12,17,5/31/14,2.62
6,12,17,6/30/14,1.08
7,12,17,7/31/14,0.67
8,12,17,8/31/14,1.35
9,12,17,9/30/14,3.41
10,12,17,10/31/14,6.71
11,12,17,11/30/14,5.13
12,12,17,12/31/14,5.92